cust_id,segment,industry,region,facility_type,ead,rating_internal,leverage_ratio,interest_cover,ebitda_margin,years_in_business,past_due_12m,restructuring_flag,collateral_coverage,default_flag,dpd_band,dpd_points
1008,MidCorp,Energy,GCC,TradeFinance,11739380,7,2.99,1.45,11.2,10,1,0,0.61,0,Mild Deterioration,55
1009,MidCorp,Services,GCC,Overdraft,2289732,2,2.34,6.5,19.5,14,0,0,0.7,0,Clean Behaviour,35
1010,LargeCorp,Manufacturing,Europe,TradeFinance,31513810,3,2.53,4.62,14.1,12,0,0,0.99,0,Clean Behaviour,35
1011,SmallCorp,Services,GCC,TermLoan,1380501,4,1.82,4.61,20.2,26,0,0,0.68,0,Clean Behaviour,35
1012,MidCorp,Manufacturing,GCC,TradeFinance,17289448,1,1.72,6.59,20.3,9,0,0,0.77,0,Clean Behaviour,35
1013,LargeCorp,Construction,GCC,TermLoan,75250365,7,2.15,2.22,-0.4,1,1,0,0.74,0,Mild Deterioration,55
1014,SmallCorp,Transport,GCC,Overdraft,2201652,2,0.74,4.85,29.9,20,1,1,0.84,0,Restructured Account,95
1015,LargeCorp,Manufacturing,GCC,TradeFinance,40748969,8,2.92,2.27,20.1,19,3,0,0.65,0,Mild Deterioration,55
1016,SmallCorp,Retail,GCC,TermLoan,1515071,9,2.62,0.58,16.3,17,3,0,0.69,0,Mild Deterioration,55
1017,SmallCorp,Construction,Europe,TradeFinance,1202063,5,2.51,4.12,8,8,0,0,0.81,0,Clean Behaviour,35
1018,MidCorp,Services,Europe,TermLoan,6809290,7,2.82,0.74,9.8,21,1,0,0.89,0,Mild Deterioration,55
1019,LargeCorp,Transport,Asia,TermLoan,101774967,8,2.49,4.7,22.8,6,2,0,0.88,0,Mild Deterioration,55
1020,MidCorp,Transport,Asia,Revolver,5019660,7,2.35,3.95,20.2,16,1,0,0.87,0,Mild Deterioration,55
1021,SmallCorp,Retail,GCC,TradeFinance,2647306,6,2.48,3.84,18.4,8,0,0,0.93,0,Clean Behaviour,35
1022,SmallCorp,Retail,Europe,TradeFinance,945796,3,1.5,4.38,20.5,19,0,0,0.87,0,Clean Behaviour,35
1023,SmallCorp,Retail,GCC,Revolver,2781311,3,0.61,4.93,7.7,13,0,0,0.56,0,Clean Behaviour,35
1024,MidCorp,Construction,GCC,TermLoan,10212576,10,3.05,1.04,11.6,14,6,0,0.72,0,Mild Deterioration,55
1025,MidCorp,Energy,GCC,TermLoan,6364489,6,1.64,3.45,24.6,9,0,0,0.76,0,Clean Behaviour,35
1026,SmallCorp,Services,Europe,TermLoan,1748606,3,0.92,3.71,18.7,14,0,0,0.89,0,Clean Behaviour,35
1027,MidCorp,Services,Africa,Revolver,7882371,4,2.54,6.59,21.9,14,0,0,0.95,0,Clean Behaviour,35
1028,LargeCorp,Services,Europe,TermLoan,109089561,9,2.93,4.27,18.5,12,3,0,0.67,0,Mild Deterioration,55
1029,MidCorp,Transport,Asia,Revolver,11826683,2,1.71,3.22,29.6,17,0,0,0.87,0,Clean Behaviour,35
1030,SmallCorp,Manufacturing,Asia,TradeFinance,760410,2,2.44,4.92,25.4,4,0,0,0.93,0,Clean Behaviour,35
1031,MidCorp,Construction,Europe,TermLoan,12272399,6,2.57,2.73,11.9,1,0,0,0.87,0,Clean Behaviour,35
1032,LargeCorp,Retail,Europe,TradeFinance,50279752,6,2.1,4.8,10,10,0,0,0.77,0,Clean Behaviour,35
1033,LargeCorp,Manufacturing,Asia,Revolver,114546953,8,2.72,2.27,10.7,18,3,0,0.46,0,Mild Deterioration,55
1034,LargeCorp,Transport,GCC,Revolver,39070583,3,2.38,4.18,26,19,0,0,0.76,0,Clean Behaviour,35
1035,MidCorp,Retail,Asia,TermLoan,9442748,2,1.01,6.8,34.2,15,2,0,0.96,0,Mild Deterioration,55
1036,MidCorp,Energy,Europe,TermLoan,11197125,10,2.65,2.56,16.7,14,4,0,0.9,1,Mild Deterioration,55
1037,SmallCorp,Services,GCC,TermLoan,1306563,6,1.59,2.16,19.8,23,0,0,0.54,0,Clean Behaviour,35
1038,LargeCorp,Retail,Europe,Overdraft,75382858,6,1.21,3.79,9.8,11,0,0,0.49,1,Clean Behaviour,35
1039,SmallCorp,Services,Europe,TermLoan,1907388,6,3.05,3.54,27.6,14,1,0,0.86,1,Mild Deterioration,55
1040,LargeCorp,Energy,Africa,TermLoan,37629312,1,1.76,6.3,28.9,13,0,0,0.68,0,Clean Behaviour,35
1041,LargeCorp,Transport,Asia,TermLoan,61469896,5,1.83,0.45,9.4,10,0,0,1.03,1,Clean Behaviour,35
1042,MidCorp,Manufacturing,GCC,TermLoan,2327928,5,1.6,3.97,18.5,10,0,0,0.84,0,Clean Behaviour,35
1043,SmallCorp,Construction,Asia,TermLoan,1942727,8,3.24,2.31,4.8,14,2,1,0.65,0,Restructured Account,95
1044,MidCorp,Construction,GCC,TermLoan,8313152,8,2.96,2.76,11.9,19,2,0,0.73,1,Mild Deterioration,55
1045,SmallCorp,Services,GCC,TermLoan,1538193,8,2.01,2.89,9.2,15,3,1,0.91,1,Restructured Account,95
1046,MidCorp,Manufacturing,GCC,Revolver,6640039,5,1.51,5.03,6.1,17,2,0,0.62,0,Mild Deterioration,55
1047,SmallCorp,Manufacturing,GCC,TermLoan,971914,2,1.17,5.06,21.7,12,1,0,0.93,1,Mild Deterioration,55
1048,SmallCorp,Retail,GCC,TermLoan,3553453,6,3.26,3.45,22.4,19,0,0,0.65,0,Clean Behaviour,35
1049,LargeCorp,Services,Europe,TermLoan,21054223,6,3.67,1.95,16.6,11,0,0,0.56,0,Clean Behaviour,35
1050,LargeCorp,Transport,Asia,TermLoan,53872011,1,1.51,7.3,22.6,20,0,0,1.36,0,Clean Behaviour,35
1051,SmallCorp,Services,Africa,Overdraft,1980332,5,1.8,0.56,30.2,13,0,0,0.41,0,Clean Behaviour,35
1052,LargeCorp,Transport,Europe,TermLoan,79124058,5,2.25,5.22,27.7,7,0,0,0.92,0,Clean Behaviour,35
1053,SmallCorp,Manufacturing,GCC,Overdraft,1762154,4,0.2,5.42,16.6,18,1,0,0.51,0,Mild Deterioration,55
1054,MidCorp,Retail,Asia,Overdraft,9373894,8,1.78,2.06,22.9,9,2,0,0.55,0,Mild Deterioration,55
1055,SmallCorp,Manufacturing,Asia,TradeFinance,3493563,3,1.62,7.47,26.9,12,1,0,0.4,0,Mild Deterioration,55
1056,LargeCorp,Transport,Europe,TermLoan,148197108,2,2.35,4.21,28.3,14,0,0,0.87,0,Clean Behaviour,35
1057,LargeCorp,Services,GCC,Overdraft,81254916,6,2.07,3.5,19.5,1,0,0,0.62,0,Clean Behaviour,35
1058,LargeCorp,Services,Europe,TermLoan,25535155,2,0.87,4.71,10.2,12,1,0,0.92,0,Mild Deterioration,55
1059,LargeCorp,Transport,GCC,Overdraft,117588294,3,3.68,2.39,18.2,23,1,0,0.69,0,Mild Deterioration,55
1060,MidCorp,Retail,Europe,TermLoan,11595336,5,2.2,3.75,14.3,15,0,0,0.71,0,Clean Behaviour,35
1061,MidCorp,Retail,GCC,Overdraft,12681576,7,1.93,2.94,14,12,1,0,0.2,0,Mild Deterioration,55
1062,SmallCorp,Manufacturing,GCC,TradeFinance,1504185,9,3.14,3.05,14.4,8,3,0,1.04,0,Mild Deterioration,55
1063,SmallCorp,Services,GCC,Overdraft,2516283,2,1.68,4.69,17.8,1,1,0,0.61,0,Mild Deterioration,55
1064,SmallCorp,Energy,Asia,Revolver,3685897,7,2.26,4.94,23.3,9,1,0,0.57,0,Mild Deterioration,55
1065,LargeCorp,Services,Europe,TermLoan,124268239,3,0.32,3.84,20.3,9,0,0,0.97,0,Clean Behaviour,35
1066,MidCorp,Services,Asia,Overdraft,10527746,2,1.62,4.34,21.2,12,0,0,1.06,0,Clean Behaviour,35
1067,SmallCorp,Manufacturing,GCC,Revolver,686505,7,1.63,2.18,9.3,19,1,0,0.86,0,Mild Deterioration,55
1068,MidCorp,Manufacturing,GCC,TermLoan,11049717,6,1.15,6.33,24.1,7,0,0,0.56,0,Clean Behaviour,35
1069,SmallCorp,Services,Asia,TradeFinance,3821170,7,1.99,1.68,27.9,17,1,0,0.52,0,Mild Deterioration,55
1070,LargeCorp,Construction,Africa,Overdraft,60701687,5,0.71,5.2,14.8,7,1,0,0.55,0,Mild Deterioration,55
1071,LargeCorp,Manufacturing,Asia,Overdraft,68863796,4,2.11,2.33,21.1,13,0,0,0.54,0,Clean Behaviour,35
1072,LargeCorp,Manufacturing,Asia,Revolver,45809256,6,2.64,5.06,17.9,1,0,0,0.93,0,Clean Behaviour,35
1073,LargeCorp,Manufacturing,GCC,TermLoan,26461465,5,1.68,1.69,17.6,9,0,0,0.61,0,Clean Behaviour,35
1074,SmallCorp,Retail,Europe,TermLoan,1129050,8,3.05,2.37,15.5,1,3,0,0.66,1,Mild Deterioration,55
1075,MidCorp,Services,Europe,Overdraft,14920849,5,1.88,3,12.9,14,1,0,0.77,0,Mild Deterioration,55
1076,SmallCorp,Retail,GCC,Revolver,901766,4,1.44,7.79,17,3,0,1,0.75,0,Restructured Account,95
1077,SmallCorp,Services,Asia,TermLoan,910989,7,2.04,3.49,21.9,10,1,0,0.68,0,Mild Deterioration,55
1078,MidCorp,Manufacturing,GCC,TermLoan,11075200,4,1.64,0.32,15.4,8,0,0,0.99,0,Clean Behaviour,35
1079,SmallCorp,Energy,GCC,Revolver,2037329,2,1.41,7.36,13.3,15,0,0,0.68,0,Clean Behaviour,35
1080,SmallCorp,Retail,GCC,TermLoan,1356272,2,1.01,4.48,21,14,0,0,0.97,0,Clean Behaviour,35
1081,LargeCorp,Services,GCC,TermLoan,18795797,4,1.06,5.68,20.2,18,1,0,0.83,0,Mild Deterioration,55
1082,LargeCorp,Services,Africa,Revolver,45219820,5,0.48,4.63,16.4,18,0,0,0.74,0,Clean Behaviour,35
1083,SmallCorp,Transport,Africa,Overdraft,957375,5,1.53,3.42,6.6,5,0,0,0.88,0,Clean Behaviour,35
1084,LargeCorp,Manufacturing,Europe,TradeFinance,46861288,7,2.22,3.01,8.2,17,1,0,1.01,0,Mild Deterioration,55
1085,MidCorp,Transport,Africa,TermLoan,3671333,4,1.84,5.19,17.9,20,1,0,0.87,0,Mild Deterioration,55
1086,LargeCorp,Retail,Asia,TermLoan,181890990,8,1.79,1.34,25.5,23,2,0,0.78,0,Mild Deterioration,55
1087,LargeCorp,Manufacturing,GCC,TermLoan,65038316,5,1.76,5.95,16.4,19,1,0,0.92,0,Mild Deterioration,55
1088,SmallCorp,Retail,GCC,Revolver,957690,6,1.6,4.35,25.7,17,0,0,0.66,0,Clean Behaviour,35
1089,MidCorp,Transport,Europe,TermLoan,8439724,6,1.82,4.49,28.4,11,0,0,1.06,0,Clean Behaviour,35
1090,MidCorp,Services,Asia,Revolver,12976458,5,1.77,4.9,15.5,19,0,0,0.52,0,Clean Behaviour,35
1091,MidCorp,Transport,Asia,TermLoan,10772121,7,2.04,2.28,14.5,6,2,0,0.77,0,Mild Deterioration,55
1092,MidCorp,Transport,GCC,TermLoan,3850523,2,1.44,4.48,29.1,12,0,0,0.63,0,Clean Behaviour,35
1093,LargeCorp,Retail,GCC,TradeFinance,27752359,5,2.57,5.03,11.5,13,0,0,0.79,0,Clean Behaviour,35
1094,MidCorp,Retail,Asia,TermLoan,2077963,7,4,7.58,12.3,14,1,0,0.84,0,Mild Deterioration,55
1095,LargeCorp,Construction,Asia,TradeFinance,167900107,6,1.2,3.45,0.6,7,0,0,0.85,0,Clean Behaviour,35
1096,LargeCorp,Construction,Asia,TermLoan,47853128,5,1.71,3.72,16.3,7,0,0,0.68,0,Clean Behaviour,35
1097,SmallCorp,Services,Asia,TermLoan,1286251,2,1.13,3.26,18.8,14,0,0,0.85,0,Clean Behaviour,35
1098,LargeCorp,Retail,GCC,Overdraft,17643110,8,2.62,2.55,14.2,18,3,0,0.67,0,Mild Deterioration,55
1099,MidCorp,Retail,Asia,Revolver,10640520,5,1.74,3.86,19.9,15,0,0,0.59,1,Clean Behaviour,35
1100,MidCorp,Manufacturing,GCC,Revolver,4259460,5,1.57,3.1,6.6,4,0,0,1.09,0,Clean Behaviour,35
1101,LargeCorp,Construction,Europe,TermLoan,12642050,4,1.6,2.93,14.3,11,0,0,0.76,0,Clean Behaviour,35
1102,MidCorp,Retail,GCC,TradeFinance,16957878,7,1.08,4.28,13.1,19,1,0,0.79,0,Mild Deterioration,55
1103,MidCorp,Services,GCC,Revolver,8006762,5,1.52,3.03,21.9,14,0,0,0.68,0,Clean Behaviour,35
1104,MidCorp,Transport,Europe,Revolver,2998814,3,1.41,3.98,22.4,11,0,0,0.71,0,Clean Behaviour,35
1105,LargeCorp,Energy,GCC,TradeFinance,78349098,6,1.41,1.18,7.6,15,1,0,1.22,0,Mild Deterioration,55
1106,LargeCorp,Retail,GCC,Overdraft,20266895,8,1.66,2.98,22.5,15,3,0,0.69,0,Mild Deterioration,55
1107,LargeCorp,Retail,Europe,Revolver,191994891,5,2.38,4.5,19.5,2,0,0,0.58,0,Clean Behaviour,35
1108,LargeCorp,Services,GCC,TermLoan,119038901,5,1.35,4.02,18.6,7,0,0,1.23,0,Clean Behaviour,35
1109,MidCorp,Manufacturing,GCC,Overdraft,7500866,2,1.65,5.83,16.1,5,0,0,0.6,0,Clean Behaviour,35
1110,SmallCorp,Transport,GCC,TermLoan,2568640,7,2.1,2.84,14.1,10,2,0,0.76,0,Mild Deterioration,55
1111,SmallCorp,Manufacturing,Europe,TermLoan,880077,5,1.61,5,19.3,6,1,0,0.88,0,Mild Deterioration,55
1112,SmallCorp,Manufacturing,Africa,TradeFinance,1464969,6,1.28,4.87,12.1,10,0,0,0.84,0,Clean Behaviour,35
1113,LargeCorp,Energy,Africa,TermLoan,42898656,5,2.28,4.46,16.7,9,0,0,0.89,0,Clean Behaviour,35
1114,LargeCorp,Transport,Europe,Overdraft,29137615,5,1.23,3.11,7.3,20,1,1,0.98,0,Restructured Account,95
1115,MidCorp,Services,Asia,TermLoan,5035841,6,2.93,2.79,6.7,9,1,0,0.62,0,Mild Deterioration,55
1116,SmallCorp,Services,GCC,TermLoan,1673704,8,2.63,2.22,22.5,20,3,0,0.61,0,Mild Deterioration,55
1117,SmallCorp,Services,Asia,TermLoan,706940,10,3.1,2.94,13.3,8,4,0,0.79,0,Mild Deterioration,55
1118,MidCorp,Retail,GCC,TermLoan,6630811,3,1.91,5.52,17.9,12,0,0,0.76,0,Clean Behaviour,35
1119,LargeCorp,Services,GCC,TermLoan,73004345,3,2.53,2.92,14.8,18,0,0,0.79,0,Clean Behaviour,35
1120,MidCorp,Construction,GCC,Overdraft,4399174,9,2.55,3.53,15.9,19,3,0,0.61,0,Mild Deterioration,55
1121,SmallCorp,Services,Asia,TermLoan,4783750,3,1.94,3.54,21.6,18,0,0,0.99,0,Clean Behaviour,35
1122,MidCorp,Services,Asia,Overdraft,2656541,6,2.26,2.41,18.2,7,0,0,0.69,0,Clean Behaviour,35
1123,LargeCorp,Manufacturing,GCC,TermLoan,41952049,6,1.59,3.56,15.8,12,0,0,0.81,0,Clean Behaviour,35
1124,MidCorp,Construction,Asia,Overdraft,14457433,7,2.82,2.34,11.8,7,1,0,0.67,1,Mild Deterioration,55
1125,SmallCorp,Construction,GCC,Revolver,2016160,4,2.51,5.45,25.6,18,0,0,0.94,0,Clean Behaviour,35
1126,SmallCorp,Services,GCC,Revolver,932459,2,1.39,5.23,21.1,13,0,0,0.88,0,Clean Behaviour,35
1127,LargeCorp,Energy,Europe,TermLoan,54940873,4,0.97,6.38,25.1,11,0,0,0.84,0,Clean Behaviour,35
1128,MidCorp,Construction,GCC,TradeFinance,12637059,5,1.45,3.87,11.6,7,0,0,0.77,0,Clean Behaviour,35
1129,MidCorp,Transport,Asia,TermLoan,17754500,7,1.39,5.05,10.3,13,1,0,0.68,0,Mild Deterioration,55
1130,MidCorp,Services,GCC,Overdraft,8709086,5,2.15,4.05,13.1,9,0,0,0.76,0,Clean Behaviour,35
1131,LargeCorp,Services,GCC,TermLoan,14778367,8,3.07,5.36,29.6,12,3,0,0.83,0,Mild Deterioration,55
1132,MidCorp,Manufacturing,GCC,Overdraft,7399994,7,2.99,5.59,25.8,12,1,0,0.53,1,Mild Deterioration,55
1133,MidCorp,Construction,GCC,Overdraft,4312906,5,2.25,3.62,20.8,11,0,0,0.64,0,Clean Behaviour,35
1134,SmallCorp,Services,Asia,TermLoan,2545982,1,0.76,5.03,15.3,11,0,0,1,0,Clean Behaviour,35
1135,MidCorp,Services,Europe,Overdraft,5151376,6,2.33,6.21,18.2,14,0,0,0.67,0,Clean Behaviour,35
1136,MidCorp,Construction,Europe,TradeFinance,6358669,4,3.04,5.45,28.7,1,0,0,0.61,0,Clean Behaviour,35
1137,SmallCorp,Services,Europe,Overdraft,2471376,6,2.08,5.76,16.8,2,0,0,0.55,0,Clean Behaviour,35
1138,MidCorp,Energy,Asia,Overdraft,3141597,4,2.4,4.76,12.7,12,0,0,0.76,0,Clean Behaviour,35
1139,SmallCorp,Transport,GCC,TermLoan,2044492,6,3.48,7.01,19.7,9,0,0,0.82,0,Clean Behaviour,35
1140,SmallCorp,Manufacturing,GCC,Overdraft,1736922,5,1.93,3.51,10.5,9,0,0,0.44,0,Clean Behaviour,35
1141,SmallCorp,Retail,Europe,Overdraft,1505531,2,1.2,6.34,24.5,21,0,0,0.79,0,Clean Behaviour,35
1142,SmallCorp,Services,GCC,TradeFinance,1311511,9,1.92,0.86,14.2,14,3,0,0.65,0,Mild Deterioration,55
1143,SmallCorp,Retail,GCC,TermLoan,4477358,8,2.72,3.26,11.2,15,2,0,0.78,1,Mild Deterioration,55
1144,LargeCorp,Manufacturing,GCC,TermLoan,32089587,5,0.89,3.89,28.4,12,1,0,0.64,0,Mild Deterioration,55
1145,SmallCorp,Construction,Asia,TradeFinance,2294434,3,3.05,3.57,20.2,18,1,0,0.84,0,Mild Deterioration,55
1146,SmallCorp,Manufacturing,Asia,TermLoan,2288199,8,3.6,3.66,8.2,6,2,0,0.45,0,Mild Deterioration,55
1147,LargeCorp,Retail,GCC,TradeFinance,36188454,6,0.51,4.2,28.7,21,0,0,0.79,0,Clean Behaviour,35
1148,SmallCorp,Manufacturing,GCC,Revolver,1445995,9,1.65,3.56,21.5,10,3,0,0.67,0,Mild Deterioration,55
1149,LargeCorp,Energy,GCC,TradeFinance,70997103,4,0.85,5.9,16.7,20,0,0,0.69,0,Clean Behaviour,35
1150,SmallCorp,Transport,Europe,TradeFinance,1249825,4,1.22,5.77,14.6,1,0,0,1.02,0,Clean Behaviour,35
1151,SmallCorp,Retail,Asia,TradeFinance,910422,8,3.12,2.76,19.4,16,3,0,0.6,0,Mild Deterioration,55
1152,LargeCorp,Construction,Africa,Overdraft,79550449,8,1.34,0.11,33,15,2,0,0.66,0,Mild Deterioration,55
1153,LargeCorp,Manufacturing,Asia,TradeFinance,30437836,8,2.21,4.55,12.3,8,2,0,0.52,0,Mild Deterioration,55
1154,SmallCorp,Services,GCC,Overdraft,1735375,3,0.98,2.51,23,13,1,0,0.98,0,Mild Deterioration,55
1155,LargeCorp,Transport,Asia,Revolver,46725491,2,1,3.49,19.8,14,0,0,0.99,0,Clean Behaviour,35
1156,SmallCorp,Retail,Europe,TermLoan,784366,6,1.78,3.41,16.8,13,0,0,0.69,0,Clean Behaviour,35
1157,LargeCorp,Services,GCC,Revolver,10161278,6,1.38,6.07,13.8,1,0,0,0.6,0,Clean Behaviour,35
1158,SmallCorp,Retail,Asia,Revolver,1625677,5,2.41,0.92,17.2,3,0,0,0.83,1,Clean Behaviour,35
1159,MidCorp,Transport,GCC,TradeFinance,7274955,9,2.29,5.88,10.3,16,3,0,0.56,1,Mild Deterioration,55
1160,SmallCorp,Manufacturing,GCC,TermLoan,1273416,4,1.94,3.38,14.5,17,0,0,0.98,0,Clean Behaviour,35
1161,SmallCorp,Manufacturing,GCC,TermLoan,3020464,2,0.93,3.87,20.1,19,0,0,0.62,0,Clean Behaviour,35
1162,SmallCorp,Energy,GCC,TermLoan,3922921,4,1.34,3.95,14.8,2,0,0,0.93,0,Clean Behaviour,35
1163,MidCorp,Services,Europe,TradeFinance,7342499,9,2.45,4.07,21.4,16,5,0,0.76,0,Mild Deterioration,55
1164,SmallCorp,Energy,Africa,Revolver,2565779,2,1.76,5.16,19.4,9,0,0,0.86,0,Clean Behaviour,35
1165,MidCorp,Retail,GCC,TradeFinance,19185470,5,1.65,5.19,17.3,9,0,0,0.86,0,Clean Behaviour,35
1166,LargeCorp,Energy,GCC,TermLoan,104536288,3,0.77,5.11,17.1,3,0,0,0.84,0,Clean Behaviour,35
1167,LargeCorp,Manufacturing,Europe,Revolver,44736300,5,3.02,2.18,21.1,13,0,0,0.71,0,Clean Behaviour,35
1168,LargeCorp,Manufacturing,GCC,TermLoan,49282411,6,3.67,4.93,21.9,4,1,0,0.83,0,Mild Deterioration,55
1169,MidCorp,Services,Africa,Overdraft,8652283,2,2.28,6.66,30,11,0,0,1.02,0,Clean Behaviour,35
1170,MidCorp,Services,GCC,TermLoan,22746989,4,1.21,4.1,17.8,9,0,0,0.75,0,Clean Behaviour,35
1171,LargeCorp,Retail,Asia,Revolver,86112696,7,2.28,2.9,12.9,14,1,0,0.98,0,Mild Deterioration,55
1172,LargeCorp,Energy,GCC,TermLoan,40439775,8,2.34,2.78,12.8,1,2,0,0.77,1,Mild Deterioration,55
1173,SmallCorp,Services,Africa,TradeFinance,1364171,9,1.96,1.45,10.7,20,4,0,0.82,1,Mild Deterioration,55
1174,LargeCorp,Transport,Europe,Revolver,64288824,7,2.05,0.1,8.2,17,2,0,0.7,0,Mild Deterioration,55
1175,LargeCorp,Energy,GCC,Revolver,77400112,6,1.72,3.92,4.7,2,1,0,0.86,0,Mild Deterioration,55
1176,MidCorp,Energy,Europe,TermLoan,32058068,9,3.25,4.19,14.3,11,3,0,0.42,1,Mild Deterioration,55
1177,SmallCorp,Manufacturing,GCC,Overdraft,1755454,9,2.86,1.99,6.6,18,3,1,0.87,0,Restructured Account,95
1178,SmallCorp,Manufacturing,GCC,Revolver,891425,9,2.31,4.08,18.2,11,3,0,0.6,0,Mild Deterioration,55
1179,MidCorp,Manufacturing,Asia,TradeFinance,6057480,8,2.71,0.68,13.4,14,2,0,0.47,0,Mild Deterioration,55
1180,LargeCorp,Retail,Europe,TermLoan,41296776,4,1.29,3.26,18.7,19,0,0,0.59,0,Clean Behaviour,35
1181,LargeCorp,Services,Africa,Overdraft,78542853,6,2.84,6.16,6.3,18,0,0,0.57,0,Clean Behaviour,35
1182,LargeCorp,Construction,GCC,TradeFinance,23723520,5,0.79,6.54,19.8,7,2,0,0.9,0,Mild Deterioration,55
1183,LargeCorp,Manufacturing,GCC,TermLoan,10934467,5,1.6,4.39,18.3,9,0,0,0.95,0,Clean Behaviour,35
1184,LargeCorp,Services,Asia,TradeFinance,167636939,5,2,3.12,1.6,11,0,0,0.97,0,Clean Behaviour,35
1185,MidCorp,Retail,Asia,Revolver,8194914,10,3.34,1.83,14.7,5,4,0,0.68,0,Mild Deterioration,55
1186,LargeCorp,Transport,Asia,Revolver,67171129,9,2.44,1.82,20.5,10,3,0,0.61,0,Mild Deterioration,55
1187,LargeCorp,Energy,GCC,Revolver,100401570,7,2.11,3.09,10,21,1,0,0.69,0,Mild Deterioration,55
1188,MidCorp,Retail,GCC,TermLoan,8034257,8,2.17,2.26,26.4,5,2,0,0.78,0,Mild Deterioration,55
1189,SmallCorp,Services,Europe,Overdraft,2446051,8,1.83,3.07,12.2,12,2,0,0.74,0,Mild Deterioration,55
1190,MidCorp,Manufacturing,GCC,Revolver,13224695,1,1.53,6.95,23.9,13,1,0,0.83,0,Mild Deterioration,55
1191,SmallCorp,Retail,GCC,TradeFinance,2659511,8,2.12,2.65,13.3,12,3,0,0.86,0,Mild Deterioration,55
1192,SmallCorp,Construction,Asia,Revolver,739477,4,1.83,4.1,17,12,0,0,0.5,0,Clean Behaviour,35
1193,LargeCorp,Construction,GCC,TradeFinance,43447011,7,2.56,1.44,20.7,21,1,0,0.76,0,Mild Deterioration,55
1194,SmallCorp,Services,GCC,TermLoan,847993,7,1.64,3.2,9,12,1,0,0.74,0,Mild Deterioration,55
1195,LargeCorp,Transport,GCC,Overdraft,98318522,7,2.38,5.57,10.7,14,1,0,0.69,0,Mild Deterioration,55
1196,SmallCorp,Services,GCC,TermLoan,1086981,1,1.88,4.05,17,15,0,0,0.74,0,Clean Behaviour,35
1197,MidCorp,Retail,Asia,TradeFinance,7085467,4,2.07,3.05,15.6,20,0,0,1,0,Clean Behaviour,35
1198,SmallCorp,Construction,GCC,Revolver,1554420,5,2.1,4.53,34.3,15,1,0,0.85,0,Mild Deterioration,55
1199,SmallCorp,Manufacturing,GCC,TermLoan,1095977,9,3.17,3.96,8.9,3,3,0,0.62,1,Mild Deterioration,55
1200,LargeCorp,Services,Europe,TermLoan,30508796,2,2.55,6.71,15.3,13,0,0,0.81,0,Clean Behaviour,35
1201,SmallCorp,Retail,Europe,Revolver,1431892,3,2.34,4.51,14.4,9,1,0,0.62,0,Mild Deterioration,55
1202,MidCorp,Retail,GCC,TermLoan,2843875,5,1.51,2.51,13.9,10,0,0,0.9,0,Clean Behaviour,35
1203,SmallCorp,Retail,GCC,TermLoan,1489430,5,2.23,2.84,15.4,6,0,0,0.78,0,Clean Behaviour,35
1204,SmallCorp,Construction,Africa,TermLoan,1328956,1,1.65,7.37,21.8,19,0,0,0.76,0,Clean Behaviour,35
1205,MidCorp,Transport,GCC,TermLoan,5113503,8,2.51,2.78,22.3,1,2,0,0.61,0,Mild Deterioration,55
1206,LargeCorp,Transport,GCC,Overdraft,49658434,3,1.72,2.26,18.2,10,0,0,0.87,0,Clean Behaviour,35
1207,SmallCorp,Construction,GCC,Overdraft,1195216,3,3.19,6.09,17.6,25,0,0,0.69,0,Clean Behaviour,35
1208,MidCorp,Manufacturing,GCC,Overdraft,4367689,8,2.9,1.72,21.5,21,2,1,0.72,0,Restructured Account,95
1209,SmallCorp,Services,GCC,TermLoan,1705919,5,1.74,5.07,14,9,0,0,0.86,0,Clean Behaviour,35
1210,SmallCorp,Retail,GCC,Overdraft,870246,9,2.46,3.81,17,18,3,1,0.53,1,Restructured Account,95
1211,LargeCorp,Services,Asia,TermLoan,113108141,8,2.13,1.27,19.9,20,2,0,0.86,0,Mild Deterioration,55
1212,SmallCorp,Services,GCC,TermLoan,2498272,5,1.97,4.03,9.6,13,0,0,0.77,0,Clean Behaviour,35
1213,MidCorp,Transport,Asia,Overdraft,6535456,2,2.15,6.86,28.3,5,0,0,0.86,0,Clean Behaviour,35
1214,MidCorp,Manufacturing,Asia,Overdraft,8714055,8,2.83,2.21,18.5,14,2,0,0.65,0,Mild Deterioration,55
1215,SmallCorp,Services,Europe,TermLoan,1149804,7,2.58,5.05,13.6,5,1,0,0.69,1,Mild Deterioration,55
1216,SmallCorp,Transport,GCC,Overdraft,796218,8,3.37,2.56,17.7,10,2,1,0.58,0,Restructured Account,95
1217,LargeCorp,Services,GCC,TermLoan,173863525,8,3.19,4.12,16.4,3,2,0,0.9,0,Mild Deterioration,55
1218,LargeCorp,Construction,GCC,Overdraft,79716032,6,1.3,4.2,18.2,13,0,0,0.51,0,Clean Behaviour,35
1219,SmallCorp,Transport,GCC,Overdraft,1261598,6,2.69,3.06,13.7,13,0,0,1.07,0,Clean Behaviour,35
1220,SmallCorp,Retail,Europe,TermLoan,1831126,6,2.06,4.04,12,14,0,0,0.64,0,Clean Behaviour,35
1221,SmallCorp,Retail,GCC,Revolver,1512202,9,3.18,2.45,18.2,7,4,0,0.54,0,Mild Deterioration,55
1222,MidCorp,Manufacturing,Asia,TermLoan,4795456,6,3.22,3.33,14.5,17,0,0,0.55,0,Clean Behaviour,35
